,year,sex,Value,condition,smoke_estimate
124,2010,Male,9.9,COPD,3.5160933427417995
125,2010,Male,9.9,COPD,1.1336901866040838
126,2010,Male,9.9,COPD,1.1139545926443988
127,2010,Male,9.9,COPD,1.3240645481344675
128,2010,Male,9.9,COPD,2.145382796084378
129,2010,Male,9.9,COPD,1.0263770981916518
130,2010,Male,9.9,COPD,0.5113468450510688
131,2010,Male,9.9,COPD,0.5330909148216354
132,2010,Male,9.9,COPD,0.5441983578806825
133,2010,Male,9.9,COPD,0.3548697184459088
134,2010,Male,9.9,COPD,0.2103800631342534
135,2010,Male,9.9,COPD,0.2348900815600323
136,2010,Male,9.9,COPD,0.2306103154317563
137,2010,Male,9.9,COPD,0.5776610815325653
138,2010,Male,9.9,COPD,0.111192587038823
139,2010,Male,9.9,COPD,0.1229602423152848
140,2010,Male,9.9,COPD,0.09971828374548
141,2010,Male,9.9,COPD,0.0907561840065935
142,2010,Male,9.9,COPD,0.0662186553245872
143,2010,Male,9.9,COPD,0.0806282527223649
144,2010,Male,9.9,COPD,0.1234952860542094
145,2010,Male,9.9,COPD,0.0956852865624421
146,2010,Male,9.9,COPD,0.0605131824371283
147,2010,Male,9.9,COPD,0.0498247072137413
148,2010,Male,9.9,COPD,0.0640477948273965
149,2010,Male,9.9,COPD,0.0805336863737726
150,2010,Male,9.9,COPD,0.0682219159781124
151,2010,Male,9.9,COPD,0.053819883070335
152,2010,Male,9.9,COPD,0.0426297726157073
153,2010,Male,9.9,COPD,0.0401910580691877
154,2010,Male,9.9,COPD,0.03706558185064
155,2010,Male,9.9,COPD,0.0371911452102994
156,2010,Male,9.9,COPD,0.0350419543773955
157,2010,Male,9.9,COPD,0.0388452379606512
158,2010,Male,9.9,COPD,0.025403512464139
159,2010,Male,9.9,COPD,0.0330593642701888
160,2010,Male,9.9,COPD,0.0227764231404395
161,2010,Male,9.9,COPD,0.0257110865105213
162,2010,Male,9.9,COPD,0.0154848991101182
163,2010,Male,9.9,COPD,0.0145096440862398
164,2010,Male,9.9,COPD,0.0132295468553602
165,2010,Male,9.9,COPD,0.0044055174490336
166,2010,Male,9.9,COPD,0.0060385387521783
167,2010,Male,9.9,COPD,0.0046010662776997
168,2010,Male,9.9,COPD,0.003468602076616
169,2010,Male,9.9,COPD,0.0030176196346494
170,2010,Male,9.9,COPD,0.0023763163582504
171,2010,Male,9.9,COPD,0.0011907313704318
172,2010,Male,9.9,COPD,0.0009627408547905
173,2010,Male,9.9,COPD,0.0006442493912286
174,2010,Male,9.9,COPD,0.0004632940427397
175,2010,Male,9.9,COPD,0.0004594403572757
176,2010,Male,9.9,COPD,0.0003092896466448
177,2010,Male,9.9,COPD,4.741772022781467e-05
178,2010,Male,9.9,COPD,3.146501361498751e-05
179,2010,Male,9.9,COPD,8.131322815784734e-07
180,2010,Male,9.9,COPD,12.52314723210845
181,2010,Male,9.9,COPD,7.313964775234977
182,2010,Male,9.9,COPD,10.547111468902497
183,2010,Male,9.9,COPD,5.880310149702171
184,2010,Male,9.9,COPD,5.453402132879409
185,2010,Male,9.9,COPD,5.512729297107419
186,2010,Male,9.9,COPD,4.446835649689648
187,2010,Male,9.9,COPD,16.58614555860807
188,2010,Male,9.9,COPD,4.427063787298456
189,2010,Male,9.9,COPD,4.388986747536621
190,2010,Male,9.9,COPD,5.720812149077283
191,2010,Male,9.9,COPD,8.153729473881933
192,2010,Male,9.9,COPD,7.997314218588279
193,2010,Male,9.9,COPD,3.3845493632473707
194,2010,Male,9.9,COPD,4.908695093532135
195,2010,Male,9.9,COPD,2.375729141966391
196,2010,Male,9.9,COPD,5.811434877619898
197,2010,Male,9.9,COPD,4.653814141955341
198,2010,Male,9.9,COPD,3.5750105694263055
199,2010,Male,9.9,COPD,11.158383576347852
200,2010,Male,9.9,COPD,4.56767572333351
201,2010,Male,9.9,COPD,3.105929415364918
202,2010,Male,9.9,COPD,3.761720376523574
203,2010,Male,9.9,COPD,7.889805891917759
204,2010,Male,9.9,COPD,16.105808130316667
205,2010,Male,9.9,COPD,2.129572933194719
206,2010,Male,9.9,COPD,3.7077187447549305
207,2010,Male,9.9,COPD,3.522712565341746
208,2010,Male,9.9,COPD,4.1683675726266065
209,2010,Male,9.9,COPD,3.4151546900066467
210,2010,Male,9.9,COPD,4.408508289987536
211,2010,Male,9.9,COPD,2.3864939557146343
212,2010,Male,9.9,COPD,5.442829565886421
213,2010,Male,9.9,COPD,2.399580084292535
214,2010,Male,9.9,COPD,10.255423516603456
215,2010,Male,9.9,COPD,3.180979871972623
216,2010,Male,9.9,COPD,7.997552863150549
217,2010,Male,9.9,COPD,4.445937240839486
218,2010,Male,9.9,COPD,3.6719873652765886
219,2010,Male,9.9,COPD,2.996659326271114
220,2010,Male,9.9,COPD,4.262393346240727
221,2010,Male,9.9,COPD,3.478309321325977
222,2010,Male,9.9,COPD,1.556740486346108
223,2010,Male,9.9,COPD,4.084790812676577
224,2010,Male,9.9,COPD,2.7948020297714833
225,2010,Male,9.9,COPD,2.372712848509868
226,2010,Male,9.9,COPD,5.056451442648048
227,2010,Male,9.9,COPD,3.960200155337732
228,2010,Male,9.9,COPD,2.323248607815793
229,2010,Male,9.9,COPD,3.487063945808868
230,2010,Male,9.9,COPD,3.417272242355005
231,2010,Male,9.9,COPD,2.6810844183662965
232,2010,Male,9.9,COPD,1.345961168583388
233,2010,Male,9.9,COPD,3.379016288178156
234,2010,Male,9.9,COPD,3.150034540204247
235,2010,Male,9.9,COPD,5.794202837835672
236,2010,Male,9.9,COPD,2.8258929132564363
237,2010,Male,9.9,COPD,0.7217075200916298
238,2010,Male,9.9,COPD,2.353447591118865
239,2010,Male,9.9,COPD,2.4887174558153156
240,2010,Male,9.9,COPD,2.226536312438954
241,2010,Male,9.9,COPD,2.7777161195761244
242,2010,Male,9.9,COPD,2.6222117185622
243,2010,Male,9.9,COPD,4.730387476008401
244,2010,Male,9.9,COPD,3.427602201766441
245,2010,Male,9.9,COPD,6.099740483965432
246,2010,Male,9.9,COPD,2.335048586009418
247,2010,Male,9.9,COPD,2.885552965764692
248,2010,Male,9.9,COPD,2.1514080653641585
249,2010,Male,9.9,COPD,3.299246078083088
250,2010,Male,9.9,COPD,2.7044974192471347
251,2010,Male,9.9,COPD,2.078109568011278
252,2010,Male,9.9,COPD,2.365655461424102
253,2010,Male,9.9,COPD,1.4549648874973686
254,2010,Male,9.9,COPD,1.9227792759179436
255,2010,Male,9.9,COPD,6.681700476522446
256,2010,Male,9.9,COPD,1.339251689292748
257,2010,Male,9.9,COPD,3.052003951127466
258,2010,Male,9.9,COPD,1.8228204651046955
259,2010,Male,9.9,COPD,2.016899601080716
260,2010,Male,9.9,COPD,3.986376334321244
261,2010,Male,9.9,COPD,1.4820999923402534
262,2010,Male,9.9,COPD,3.281946296307213
263,2010,Male,9.9,COPD,7.725310663964941
264,2010,Male,9.9,COPD,9.77522344418673
265,2010,Male,9.9,COPD,5.826667833132538
266,2010,Male,9.9,COPD,1.27115012428421
267,2010,Male,9.9,COPD,1.524813459189373
268,2010,Male,9.9,COPD,1.5222364006193256
269,2010,Male,9.9,COPD,1.198052958100342
270,2010,Male,9.9,COPD,2.6743572190965774
271,2010,Male,9.9,COPD,2.098024728018485
272,2010,Male,9.9,COPD,1.5288508150294655
273,2010,Male,9.9,COPD,2.698668416776796
274,2010,Male,9.9,COPD,2.0969832731830818
275,2010,Male,9.9,COPD,1.5156616864943568
276,2010,Male,9.9,COPD,2.323024680373891
277,2010,Male,9.9,COPD,2.498087759547496
278,2010,Male,9.9,COPD,0.939665129075978
279,2010,Male,9.9,COPD,4.674804307191318
280,2010,Male,9.9,COPD,2.0884634507679425
281,2010,Male,9.9,COPD,1.887667538086
282,2010,Male,9.9,COPD,1.0382977999210352
283,2010,Male,9.9,COPD,1.5878779000082974
284,2010,Male,9.9,COPD,2.0956429769693647
285,2010,Male,9.9,COPD,1.1515019622598917
286,2010,Male,9.9,COPD,1.5478173357469718
287,2010,Male,9.9,COPD,1.3673997876874997
288,2010,Male,9.9,COPD,1.1920984762589526
289,2010,Male,9.9,COPD,1.1369149004520678
290,2010,Male,9.9,COPD,2.9427504567837857
291,2010,Male,9.9,COPD,0.9033607972700182
292,2010,Male,9.9,COPD,1.8400234728458984
293,2010,Male,9.9,COPD,1.0001498843659564
294,2010,Male,9.9,COPD,0.8905420046109047
295,2010,Male,9.9,COPD,1.5398301694978034
296,2010,Male,9.9,COPD,1.5989223340725731
297,2010,Male,9.9,COPD,1.376343171262867
298,2010,Male,9.9,COPD,1.0720585883344758
299,2010,Male,9.9,COPD,1.664442275830702
300,2010,Male,9.9,COPD,0.3151652987833329
301,2010,Male,9.9,COPD,2.253631824018635
302,2010,Male,9.9,COPD,1.007223405717435
303,2010,Male,9.9,COPD,1.8134237505997903
304,2010,Male,9.9,COPD,0.3976136023941077
305,2010,Male,9.9,COPD,0.8263357788663654
306,2010,Male,9.9,COPD,0.737456986941348
307,2010,Male,9.9,COPD,0.7308692099573213
308,2010,Male,9.9,COPD,0.8283936541314684
309,2010,Male,9.9,COPD,0.7771598516321001
310,2010,Male,9.9,COPD,0.7912380582453311
311,2010,Male,9.9,COPD,1.2429120070437096
312,2010,Male,9.9,COPD,1.1880815955543234
313,2010,Male,9.9,COPD,0.927390184643676
314,2010,Male,9.9,COPD,1.035891510866259
315,2010,Male,9.9,COPD,0.9290994791828312
316,2010,Male,9.9,COPD,1.3859116858758742
317,2010,Male,9.9,COPD,1.4704110168309028
318,2010,Male,9.9,COPD,0.7183845460104237
319,2010,Male,9.9,COPD,0.9042571965938953
320,2010,Male,9.9,COPD,0.6795587437350319
321,2010,Male,9.9,COPD,3.9396824637854206
322,2010,Male,9.9,COPD,9.98249678742322
323,2010,Male,9.9,COPD,1.847462138782969
324,2010,Male,9.9,COPD,2.110666187227935
325,2010,Male,9.9,COPD,3.185699828935988
326,2010,Male,9.9,COPD,1.544530245659304
327,2010,Male,9.9,COPD,2.9573360483032363
328,2010,Male,9.9,COPD,1.3638462539913598
329,2010,Male,9.9,COPD,1.5596684587337548
330,2010,Male,9.9,COPD,4.503691092378215
331,2010,Male,9.9,COPD,6.454573364240191
332,2010,Male,9.9,COPD,5.571319170293256
333,2010,Male,9.9,COPD,3.754905828839751
334,2010,Male,9.9,COPD,6.019361820243786
335,2010,Male,9.9,COPD,2.531734248557812
336,2010,Male,9.9,COPD,2.232370692326044
337,2010,Male,9.9,COPD,1.3321323770777116
338,2010,Male,9.9,COPD,1.4659776522240218
339,2010,Male,9.9,COPD,1.8184352529391183
340,2010,Male,9.9,COPD,1.5104896172932671
341,2010,Male,9.9,COPD,1.96327103794437
342,2010,Male,9.9,COPD,2.016545518971056
343,2010,Male,9.9,COPD,1.9474829659249224
344,2010,Male,9.9,COPD,4.019668967587482
345,2010,Male,9.9,COPD,1.303088544114963
346,2010,Male,9.9,COPD,1.165948422277593
347,2010,Male,9.9,COPD,1.148107543265687
348,2010,Male,9.9,COPD,0.8468699278198148
349,2010,Male,9.9,COPD,2.40825186024441
350,2010,Male,9.9,COPD,1.1173817441689473
351,2010,Male,9.9,COPD,1.0850605962968487
352,2010,Male,9.9,COPD,1.3026883520770631
353,2010,Male,9.9,COPD,1.2956138476995147
354,2010,Male,9.9,COPD,1.8772899388536457
355,2010,Male,9.9,COPD,0.8028392701976732
356,2010,Male,9.9,COPD,0.6607392512536019
357,2010,Male,9.9,COPD,0.8329879913343493
358,2010,Male,9.9,COPD,1.1628913124567386
359,2010,Male,9.9,COPD,1.1555214984997164
360,2010,Male,9.9,COPD,1.6748035134012045
361,2010,Male,9.9,COPD,0.7441032905431808
362,2010,Male,9.9,COPD,3.958583585203567
363,2010,Male,9.9,COPD,0.8924636075267021
364,2010,Male,9.9,COPD,1.026202523033378
365,2010,Male,9.9,COPD,1.5933062126863429
366,2010,Male,9.9,COPD,1.1187014629795886
367,2010,Male,9.9,COPD,1.2726948318067763
368,2010,Male,9.9,COPD,0.4388450497984595
369,2010,Male,9.9,COPD,0.8647184930298195
370,2010,Male,9.9,COPD,0.5939565601539463
371,2010,Male,9.9,COPD,0.7128873123009744
372,2010,Male,9.9,COPD,1.020989445192336
373,2010,Male,9.9,COPD,5.08167757078454
374,2010,Male,9.9,COPD,0.5399884692177005
375,2010,Male,9.9,COPD,0.812605161504689
376,2010,Male,9.9,COPD,1.206745608270465
377,2010,Male,9.9,COPD,0.7690109596665804
378,2010,Male,9.9,COPD,1.050328846918312
379,2010,Male,9.9,COPD,1.5033727605490317
380,2010,Male,9.9,COPD,2.9405557517239744
381,2010,Male,9.9,COPD,0.4155009871107794
382,2010,Male,9.9,COPD,0.7736605903982727
383,2010,Male,9.9,COPD,0.4281471167949633
384,2010,Male,9.9,COPD,0.3335690862616649
385,2010,Male,9.9,COPD,0.5354105809199454
386,2010,Male,9.9,COPD,1.1205547691671365
387,2010,Male,9.9,COPD,0.4033299219908935
388,2010,Male,9.9,COPD,0.5803594243298387
389,2010,Male,9.9,COPD,0.3084536801680123
390,2010,Male,9.9,COPD,0.3640373598204416
391,2010,Male,9.9,COPD,0.7716146972927929
392,2010,Male,9.9,COPD,0.3505593447902662
393,2010,Male,9.9,COPD,0.8959111780933687
394,2010,Male,9.9,COPD,0.653169797296478
395,2010,Male,9.9,COPD,0.373892015364386
396,2010,Male,9.9,COPD,0.4080645523991895
397,2010,Male,9.9,COPD,1.1008351249003698
398,2010,Male,9.9,COPD,0.4501065875098768
399,2010,Male,9.9,COPD,0.5810910099245806
400,2010,Male,9.9,COPD,0.81168278335123
401,2010,Male,9.9,COPD,0.6763034009581086
402,2010,Male,9.9,COPD,0.3278987300411539
403,2010,Male,9.9,COPD,0.3129967491949539
404,2010,Male,9.9,COPD,0.2592853493338052
405,2010,Male,9.9,COPD,0.3218412750312466
406,2010,Male,9.9,COPD,0.5345306863470586
407,2010,Male,9.9,COPD,0.2868592523338068
408,2010,Male,9.9,COPD,0.6218338430673157
409,2010,Male,9.9,COPD,0.3289733726619122
410,2010,Male,9.9,COPD,0.3246578747708994
411,2010,Male,9.9,COPD,0.6059921032861629
412,2010,Male,9.9,COPD,0.4244306486813946
413,2010,Male,9.9,COPD,0.4573619727345849
414,2010,Male,9.9,COPD,0.2024837332195156
415,2010,Male,9.9,COPD,1.073922680073553
416,2010,Male,9.9,COPD,0.4343535154894742
417,2010,Male,9.9,COPD,0.6247079749736905
418,2010,Male,9.9,COPD,0.2556940573860794
419,2010,Male,9.9,COPD,0.2272907363857396
420,2010,Male,9.9,COPD,0.2162734120614303
421,2010,Male,9.9,COPD,0.408492986571068
422,2010,Male,9.9,COPD,0.249069659647773
423,2010,Male,9.9,COPD,0.3357403971788995
424,2010,Male,9.9,COPD,0.2356199673312183
425,2010,Male,9.9,COPD,0.1635057120812347
426,2010,Male,9.9,COPD,0.4268500019935027
427,2010,Male,9.9,COPD,0.220361389634309
428,2010,Male,9.9,COPD,0.3332784221535029
429,2010,Male,9.9,COPD,0.1081654703153526
430,2010,Male,9.9,COPD,0.1687810506480222
431,2010,Male,9.9,COPD,0.2064641467556249
432,2010,Male,9.9,COPD,0.3138357658830315
433,2010,Male,9.9,COPD,0.1455366535275166
434,2010,Male,9.9,COPD,0.2409934411097885
435,2010,Male,9.9,COPD,0.2292337860735538
436,2010,Male,9.9,COPD,0.2010122826016067
437,2010,Male,9.9,COPD,0.1379194853197605
438,2010,Male,9.9,COPD,0.1894845018511703
439,2010,Male,9.9,COPD,0.1663025178013354
440,2010,Male,9.9,COPD,0.0982684411392846
441,2010,Male,9.9,COPD,0.2552205684158691
442,2010,Male,9.9,COPD,0.1190081240177145
443,2010,Male,9.9,COPD,0.1809001347431817
444,2010,Male,9.9,COPD,0.1463746240972626
445,2010,Male,9.9,COPD,0.1827013541985519
446,2010,Male,9.9,COPD,0.1274609462011284
447,2010,Male,9.9,COPD,0.193112972594828
448,2010,Male,9.9,COPD,0.1875296426463448
449,2010,Male,9.9,COPD,0.1368121976490088
450,2010,Male,9.9,COPD,0.1475725564746864
451,2010,Male,9.9,COPD,0.1093885153606778
452,2010,Male,9.9,COPD,0.2128211713724399
453,2010,Male,9.9,COPD,0.2303359038349785
454,2010,Male,9.9,COPD,0.1351549503403602
455,2010,Male,9.9,COPD,0.2032692325259477
456,2010,Male,9.9,COPD,0.1466862275192933
457,2010,Male,9.9,COPD,0.1920672147700255
458,2010,Male,9.9,COPD,0.1934447972165701
459,2010,Male,9.9,COPD,0.203988638800614
460,2010,Male,9.9,COPD,0.5467382823605618
461,2010,Male,9.9,COPD,0.1148116541735326
462,2010,Male,9.9,COPD,0.1143972196129828
463,2010,Male,9.9,COPD,0.1856758412691481
464,2010,Male,9.9,COPD,0.1709421462096681
465,2010,Male,9.9,COPD,0.1112823062349693
466,2010,Male,9.9,COPD,0.8240974344823779
467,2010,Male,9.9,COPD,0.1796410566944132
468,2010,Male,9.9,COPD,0.1579064287240561
469,2010,Male,9.9,COPD,0.1864982129846434
470,2010,Male,9.9,COPD,0.175057193250692
471,2010,Male,9.9,COPD,0.4130498876980735
472,2010,Male,9.9,COPD,0.1016870018492658
473,2010,Male,9.9,COPD,0.1423291693227031
474,2010,Male,9.9,COPD,0.2609276487152528
475,2010,Male,9.9,COPD,0.1062251937082012
476,2010,Male,9.9,COPD,0.1410970631991709
477,2010,Male,9.9,COPD,0.1415824981204404
478,2010,Male,9.9,COPD,0.1474103785755919
479,2010,Male,9.9,COPD,1.3651142971383192
480,2010,Male,9.9,COPD,0.0868371908941469
481,2010,Male,9.9,COPD,0.1039622681090372
482,2010,Male,9.9,COPD,0.0555984914674923
483,2010,Male,9.9,COPD,0.1000364090167733
484,2010,Male,9.9,COPD,0.1874061952324713
485,2010,Male,9.9,COPD,0.0914335415099153
486,2010,Male,9.9,COPD,0.0737843676312673
487,2010,Male,9.9,COPD,0.0561253411160333
488,2010,Male,9.9,COPD,0.0570198913397014
489,2010,Male,9.9,COPD,0.0753179455378987
490,2010,Male,9.9,COPD,0.1806295648910958
491,2010,Male,9.9,COPD,0.0542910991782886
492,2010,Male,9.9,COPD,0.0514411068687666
493,2010,Male,9.9,COPD,0.0378682870339977
494,2010,Male,9.9,COPD,0.0421106714074371
495,2010,Male,9.9,COPD,0.0763653561299263
496,2010,Male,9.9,COPD,0.0882183219428952
497,2010,Male,9.9,COPD,0.0497584936512449
498,2010,Male,9.9,COPD,0.1034451168721291
499,2010,Male,9.9,COPD,0.3191161060910665
500,2010,Male,9.9,COPD,0.0380723906347316
501,2010,Male,9.9,COPD,0.0344582895161137
502,2010,Male,9.9,COPD,0.0397197296771635
503,2010,Male,9.9,COPD,0.0468493432844288
504,2010,Male,9.9,COPD,0.0816785935304193
505,2010,Male,9.9,COPD,0.0416552786661041
506,2010,Male,9.9,COPD,0.0582426962888982
507,2010,Male,9.9,COPD,0.0381024904786206
508,2010,Male,9.9,COPD,0.034622825304097
509,2010,Male,9.9,COPD,0.0588112133513805
510,2010,Male,9.9,COPD,0.0266532986497612
511,2010,Male,9.9,COPD,0.0276918796370547
512,2010,Male,9.9,COPD,0.0254222609947631
513,2010,Male,9.9,COPD,0.0344288188949123
514,2010,Male,9.9,COPD,0.1003185728695929
515,2010,Male,9.9,COPD,0.0196235203507718
516,2010,Male,9.9,COPD,0.0285897331814906
517,2010,Male,9.9,COPD,0.0273630703861191
518,2010,Male,9.9,COPD,0.0647315627760271
519,2010,Male,9.9,COPD,0.0543004250186158
520,2010,Male,9.9,COPD,0.0312796476960011
521,2010,Male,9.9,COPD,0.0271057653201009
522,2010,Male,9.9,COPD,0.021946143308861
523,2010,Male,9.9,COPD,0.0166537028053752
524,2010,Male,9.9,COPD,0.0238079602013784
525,2010,Male,9.9,COPD,0.0306830387393001
526,2010,Male,9.9,COPD,0.0300302162854147
527,2010,Male,9.9,COPD,0.0119325026558062
528,2010,Male,9.9,COPD,0.016920440568679
529,2010,Male,9.9,COPD,0.0189941793868098
530,2010,Male,9.9,COPD,0.0103365245767911
531,2010,Male,9.9,COPD,0.0408011077702969
532,2010,Male,9.9,COPD,0.1203948373262286
533,2010,Male,9.9,COPD,0.0157088781954791
534,2010,Male,9.9,COPD,0.0077207345758215
535,2010,Male,9.9,COPD,0.0120988994204292
536,2010,Male,9.9,COPD,0.0129144651880961
537,2010,Male,9.9,COPD,0.010456038556115
538,2010,Male,9.9,COPD,0.0069999090774081
539,2010,Male,9.9,COPD,0.0076767829068614
540,2010,Male,9.9,COPD,0.0085371685429536
541,2010,Male,9.9,COPD,0.0051064006162711
542,2010,Male,9.9,COPD,0.0076490710100206
543,2010,Male,9.9,COPD,0.0044076475925464
544,2010,Male,9.9,COPD,0.0046500178381933
545,2010,Male,9.9,COPD,0.0046348288267542
546,2010,Male,9.9,COPD,0.0043489217295734
547,2010,Male,9.9,COPD,0.0027107356412853
548,2010,Male,9.9,COPD,0.0015356066855348
549,2010,Male,9.9,COPD,0.003369117743215
550,2010,Male,9.9,COPD,0.0023997928923166
551,2010,Male,9.9,COPD,0.0016386494024774
552,2010,Male,9.9,COPD,0.002773473280716
553,2010,Male,9.9,COPD,0.0010747478119587
554,2010,Male,9.9,COPD,0.0011170020264272
555,2010,Male,9.9,COPD,0.0006785629451484
556,2010,Male,9.9,COPD,0.0013893819515194
557,2010,Female,9.1,COPD,30.668830041433967
558,2010,Female,9.1,COPD,8.707322386892246
559,2010,Female,9.1,COPD,2.1198299026713383
560,2010,Female,9.1,COPD,22.389660316087262
561,2010,Female,9.1,COPD,16.201209034919362
562,2010,Female,9.1,COPD,1.406792261863361
563,2010,Female,9.1,COPD,7.53538579475148
